timestamp,x,y,z,orientation_z
2025-12-05T04:06:23.286339,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.319473,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.351201,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.383677,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.420545,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.451466,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.484032,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.515790,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.543823,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.575238,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.606025,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.639512,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.671866,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.702705,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.737351,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.771965,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.806033,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.839451,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.869161,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.899391,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.934876,0.000,0.000,1.270,0.000
2025-12-05T04:06:23.981788,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.002058,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.050845,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.067801,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.100006,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.131150,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.163119,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.192439,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.222658,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.290951,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.322416,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.352381,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.382878,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.410677,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.441213,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.471129,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.503124,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.535546,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.568397,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.601226,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.640403,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.667235,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.699444,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.732376,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.765808,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.798371,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.831120,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.866363,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.897910,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.930603,0.000,0.000,1.270,0.000
2025-12-05T04:06:24.959777,0.000,0.000,1.270,0.000
2025-12-05T04:06:25.058081,0.000,0.000,1.270,0.000
