x,y
-1.4938857142857143,-3.0
-0.5981739130434782,-1.8434782608695668
-2.2290000000000005,-1.577111111111111
-1.7111052631578956,-1.3860877192982453
-1.1896842105263163,-1.2353684210526321
-2.592317073170732,-1.1244634146341461
-0.9882686567164183,-3.7472686567164213
