timestamp,x,y,z,yaw,linear_vel,angular_vel
2025-11-24T06:43:56.380260,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.389514,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.396760,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.404994,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.413654,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.424441,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.464616,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.493916,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.530679,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.563850,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.592499,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.595600,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.604860,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.609877,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.615394,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.631664,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.637999,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.643832,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.653880,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.656528,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.664045,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.671707,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.680372,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.689755,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.697569,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.710014,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.719987,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.732253,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.747503,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.760696,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.770763,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.784002,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.809925,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.819898,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.834500,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.851945,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.883558,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.921256,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.974215,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:56.992032,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.020689,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.045291,-1.500,-3.000,1.270,0.000,0.000,0.000
2025-11-24T06:43:57.075504,-1.500,-3.000,1.270,0.000,0.000,0.000
