timestamp,x,y,z,orientation_z
2025-12-04T18:15:39.005955,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.018086,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.033891,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.049984,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.066401,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.083823,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.101104,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.119725,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.138132,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.154843,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.172664,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.197760,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.213114,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.229656,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.243852,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.259693,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.274630,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.289463,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.303202,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.319048,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.333393,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.349417,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.365720,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.381482,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.400875,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.424590,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.433870,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.451240,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.470752,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.486964,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.505442,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.520061,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.536076,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.550462,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.567634,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.582733,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.595958,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.612578,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.629311,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.645340,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.662326,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.682980,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.699469,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.718205,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.735875,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.754907,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.773052,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.785705,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.801381,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.815902,-1.500,-3.000,1.270,0.000
2025-12-04T18:15:39.833103,-1.500,-3.000,1.270,0.000
