x,y
-1.5003983488132098,-3.0005552115583076
-3.2421538461538444,-5.39864102564103
-4.574142857142855,-3.900964285714285
-5.538636363636364,-2.575136363636364
-6.079629213483148,-1.7134831460674147
-8.689250000000003,-3.9985714285714296
-8.170333333333334,-3.3425999999999996
-8.734119402985067,-0.5017313432835818
