timestamp,x,y,z,orientation_z
2025-12-04T06:54:21.968597,0.000,5.000,1.270,0.000
2025-12-04T06:54:21.997841,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.025337,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.058806,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.092256,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.137676,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.156558,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.186612,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.224459,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.257251,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.287403,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.319455,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.346632,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.382751,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.419250,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.452461,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.489311,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.525086,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.549047,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.586184,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.614134,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.641373,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.670550,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.702158,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.737610,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.773596,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.810332,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.845620,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.870015,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.904136,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.931154,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.959428,0.000,5.000,1.270,0.000
2025-12-04T06:54:22.989745,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.025315,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.059078,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.097518,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.127825,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.164828,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.200748,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.224371,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.255915,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.289196,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.317598,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.392315,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.424101,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.476978,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.505684,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.536364,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.564000,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.591115,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.619066,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.646362,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.675730,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.705405,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.740382,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.773368,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.803124,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.836987,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.869818,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.902212,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.935525,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.964640,0.000,5.000,1.270,0.000
2025-12-04T06:54:23.997638,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.032154,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.064838,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.099233,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.134167,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.164593,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.196825,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.229483,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.258545,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.315336,0.000,5.000,1.270,0.000
2025-12-04T06:54:24.345028,0.000,5.000,1.270,0.000
